mes;dia;dsem;hora;ptot;pcd0;pnin;pbus;inte;meia;grat
10;31;6;17;98292;32924;91722;93044;78521;18477;1294
10;31;6;18;86259;29267;79200;81009;68904;16415;940
10;31;6;19;59443;20361;54110;55938;49078;9843;522
10;31;6;20;37573;12281;34257;35109;29463;7709;401
10;31;6;21;29957;9138;27978;28392;21779;7866;312
10;31;6;22;20754;6221;19560;20225;16387;4273;94
10;31;6;23;4930;1896;4713;4902;4094;817;19
11;1;7;0;849;402;845;849;763;82;4
11;1;7;1;902;392;899;902;811;87;4
11;1;7;2;497;282;493;497;468;29;0
11;1;7;3;416;246;415;416;405;10;1
11;1;7;4;4424;1401;4387;4231;4225;152;47
11;1;7;5;31124;10288;29936;28615;29357;1471;296
11;1;7;6;59366;20691;55486;54982;53484;5321;561
11;1;7;7;68556;25064;64037;63396;57686;9981;889
11;1;7;8;53311;21752;49950;49304;44346;7798;1167
11;1;7;9;47343;19361;44675;43567;38744;7325;1274
11;1;7;10;46542;18589;43883;42929;37718;7628;1196
11;1;7;11;49498;18037;46582;45642;39537;8924;1037
11;1;7;12;56134;19630;52894;52213;45673;9631;830
11;1;7;13;52994;19248;49658;49497;43646;8618;730
11;1;7;14;50019;18971;47279;46806;41640;7658;721
11;1;7;15;48939;19028;46445;45426;40613;7645;681
11;1;7;16;52377;20214;49848;48909;43821;7853;703
11;1;7;17;51506;20149;48789;47919;42827;7986;693
11;1;7;18;45014;17771;42594;41800;37030;7356;628
11;1;7;19;37309;14066;35305;34794;31019;5813;477
11;1;7;20;26586;10309;25106;25010;22074;4203;309
11;1;7;21;22757;8585;21804;21560;18375;4145;237
11;1;7;22;19223;6889;18598;18659;16445;2651;127
11;1;7;23;5787;2411;5545;5727;5051;685;51
11;2;1;0;960;371;943;960;883;71;6
11;2;1;1;834;344;829;834;790;44;0
11;2;1;2;501;241;499;501;481;20;0
11;2;1;3;526;284;523;526;483;36;7
11;2;1;4;2485;1171;2473;2462;2344;111;30
11;2;1;5;15337;6296;14974;14594;14375;768;194
11;2;1;6;27012;11891;25900;25162;24552;1907;553
11;2;1;7;29349;13510;28182;27189;26077;2604;668
11;2;1;8;30381;14957;29195;28319;26278;3341;762
11;2;1;9;31378;15772;30356;29171;27021;3577;780
11;2;1;10;30549;14794;29512;28553;26191;3636;722
11;2;1;11;28148;13333;27145;26519;23983;3540;625
11;2;1;12;24856;11381;23933;23578;21012;3393;451
11;2;1;13;23623;10889;22843;22444;20171;3034;418
11;2;1;14;25571;11725;24807;23940;21662;3486;423
11;2;1;15;28078;13032;27213;26457;23729;3889;460
11;2;1;16;33901;15481;32938;32092;28708;4639;554
11;2;1;17;39532;18064;38325;37474;33253;5640;639
11;2;1;18;36111;16091;34820;34037;30206;5415;490
11;2;1;19;26271;11109;25216;24782;22055;3883;333
11;2;1;20;20138;8418;19292;19146;16286;3535;317
11;2;1;21;16503;6865;16052;16039;13388;2928;187
11;2;1;22;8569;3547;8321;8492;7241;1263;65
11;2;1;23;2569;1215;2511;2552;2288;269;12
11;3;2;0;757;344;751;757;718;37;2
11;3;2;1;401;211;397;401;375;25;1
11;3;2;2;181;91;181;181;175;5;1
11;3;2;3;219;99;219;219;211;7;1
11;3;2;4;9593;2366;9500;9068;9264;253;76
11;3;2;5;62274;16898;59460;57661;57505;4181;588
11;3;2;6;113157;31050;105140;105999;91237;20617;1303
11;3;2;7;100114;33049;91900;94200;80284;18162;1668
11;3;2;8;64504;26295;59166;60490;53155;9516;1833
11;3;2;9;52606;22886;49042;49318;42992;7569;2045
11;3;2;10;51319;21604;48042;47683;40693;8422;2204
11;3;2;11;63305;21702;59421;58553;44887;16284;2134
11;3;2;12;75610;22558;70680;70482;51029;22626;1955
11;3;2;13;66907;23214;61951;62417;50969;14260;1678
11;3;2;14;57732;21972;53699;54028;47377;8817;1538
11;3;2;15;58848;22142;54538;55363;48321;9032;1495
11;3;2;16;77761;25954;72876;73639;62699;13402;1660
11;3;2;17;110118;32168;103257;104881;87901;20722;1495
11;3;2;18;92896;27156;84889;88161;73941;18122;833
11;3;2;19;55611;15949;49945;52704;45487;9615;509
11;3;2;20;34684;9443;31372;32794;26284;8057;343
11;3;2;21;32018;7920;30036;30674;21557;10140;321
11;3;2;22;20305;4845;18893;19919;15463;4745;97
11;3;2;23;3190;1029;3013;3180;2824;356;10
11;4;3;0;612;247;607;611;584;28;0
11;4;3;1;340;127;337;340;328;11;1
11;4;3;2;137;57;136;137;130;6;1
11;4;3;3;234;92;232;234;226;5;3
11;4;3;4;9262;2058;9164;8634;8943;237;82
11;4;3;5;64291;16123;61263;59408;59093;4508;690
11;4;3;6;116488;30315;107853;109032;93420;21612;1456
11;4;3;7;100350;31173;91498;94373;80013;18601;1736
11;4;3;8;63760;25023;58071;59425;52040;9704;2016
11;4;3;9;50968;20908;47073;47279;40967;7941;2060
11;4;3;10;48167;19194;44706;44893;37668;8563;1936
11;4;3;11;60794;19529;56808;56560;42356;16393;2045
11;4;3;12;74213;20955;69190;69049;48684;23719;1810
11;4;3;13;64050;21200;59168;59831;48355;14148;1547
11;4;3;14;55498;20247;51496;51735;45257;8726;1515
11;4;3;15;57195;21003;52870;53920;46718;8996;1481
11;4;3;16;76588;24954;71568;72902;62021;13043;1524
11;4;3;17;109793;31540;102903;104553;87801;20500;1492
11;4;3;18;94261;26987;85969;89756;74560;18856;845
11;4;3;19;57378;16213;51405;54405;46985;9930;463
11;4;3;20;34033;9077;30564;32091;25914;7800;319
11;4;3;21;32615;7722;30553;31392;21891;10385;339
11;4;3;22;19974;4822;18617;19458;15306;4582;86
11;4;3;23;3314;1129;3111;3298;2938;360;16
11;5;4;0;804;353;801;804;777;27;0
11;5;4;1;420;168;417;420;400;16;4
11;5;4;2;163;85;162;163;154;6;3
11;5;4;3;191;76;190;191;188;3;0
11;5;4;4;9163;2002;9043;8549;8845;230;88
11;5;4;5;64006;15605;60996;59022;59067;4245;694
11;5;4;6;114006;29201;105746;106682;91681;20961;1364
11;5;4;7;98169;30224;89479;92116;78511;18020;1638
11;5;4;8;63611;23846;57521;59525;51853;9902;1856
11;5;4;9;50653;20375;46709;46773;40694;7986;1973
11;5;4;10;48307;18998;44670;44654;37946;8288;2073
11;5;4;11;61601;19670;57509;56855;42971;16461;2169
11;5;4;12;74729;21033;69578;69547;49400;23510;1819
11;5;4;13;65317;21521;60283;60685;49246;14404;1667
11;5;4;14;55947;20260;51786;52236;45570;8792;1585
11;5;4;15;56986;20813;52553;53458;46509;9053;1424
11;5;4;16;76960;24929;71841;72553;62219;13094;1647
11;5;4;17;108639;30791;101752;103018;86702;20390;1547
11;5;4;18;94410;27096;86379;89266;74889;18650;871
11;5;4;19;62313;18110;55771;58895;51302;10549;462
11;5;4;20;37404;10199;33746;35233;28831;8250;323
11;5;4;21;33739;8501;31492;32141;23061;10345;333
11;5;4;22;20959;5187;19538;20463;16034;4834;91
11;5;4;23;3563;1311;3343;3539;3152;391;20
11;6;5;0;961;408;949;961;922;38;1
11;6;5;1;480;234;477;480;454;25;1
11;6;5;2;214;108;213;214;206;7;1
11;6;5;3;224;95;221;224;219;5;0
11;6;5;4;8334;1887;8229;7626;8043;223;68
11;6;5;5;59405;14301;56612;53475;54994;3829;582
11;6;5;6;112838;28327;104437;104680;91639;19823;1376
11;6;5;7;99994;30553;91077;93517;80198;18208;1588
11;6;5;8;63873;23939;57855;59348;52017;10010;1846
11;6;5;9;48987;19607;45148;45406;39482;7660;1845
11;6;5;10;48619;19082;45023;44767;37980;8639;2000
11;6;5;11;60472;19026;56535;55536;42337;15952;2183
11;6;5;12;72464;20232;67368;66945;48070;22538;1856
11;6;5;13;63693;20643;58733;58977;48084;13970;1639
11;6;5;14;55864;19801;51625;51777;45273;9051;1540
11;6;5;15;56596;20318;52174;52694;46202;8902;1492
11;6;5;16;75592;24367;70546;71486;60906;13120;1566
11;6;5;17;107194;30421;100302;101321;85752;19920;1522
11;6;5;18;94279;26740;85745;89014;75211;18166;902
11;6;5;19;59954;17132;53802;56477;49497;9986;471
11;6;5;20;36260;9943;32687;34109;27952;7948;360
11;6;5;21;32147;7908;29976;30487;22058;9747;342
11;6;5;22;20716;4977;19403;20253;16093;4523;100
11;6;5;23;3674;1219;3460;3647;3233;428;13
11;7;6;0;919;418;912;918;881;38;0
11;7;6;1;643;296;638;643;615;25;3
11;7;6;2;341;154;339;341;322;17;2
11;7;6;3;291;116;289;291;274;15;2
11;7;6;4;9165;1921;9052;8520;8835;247;83
11;7;6;5;61912;14804;58842;57132;57458;3832;622
11;7;6;6;112346;29122;103793;104830;92153;18899;1294
11;7;6;7;98661;30560;89654;92357;79903;17124;1634
11;7;6;8;63412;24184;57589;58970;51715;9752;1945
11;7;6;9;51863;20911;47833;47888;41568;8125;2170
11;7;6;10;50346;19476;46534;46540;38780;9469;2097
11;7;6;11;59107;18977;54815;54564;41829;15297;1981
11;7;6;12;70435;20507;65499;65277;48628;20150;1657
11;7;6;13;65631;22141;60422;60716;50434;13606;1591
11;7;6;14;58708;21432;54243;54622;47592;9596;1520
11;7;6;15;62678;22580;58051;58901;51247;10027;1404
11;7;6;16;83794;26890;78215;79108;69150;13136;1508
11;7;6;17;99310;30115;92329;93731;80272;17629;1409
11;7;6;18;86458;26831;79088;81436;70015;15506;937
11;7;6;19;61585;19334;55849;58013;51112;9912;561
11;7;6;20;38894;11754;35345;36487;30704;7840;350
11;7;6;21;30551;8404;28410;29126;22206;8030;315
11;7;6;22;20406;5636;19141;19859;16440;3833;133
11;7;6;23;4710;1699;4449;4680;4133;542;35
11;8;7;0;1202;559;1189;1199;1113;83;6
11;8;7;1;864;405;859;864;822;40;2
11;8;7;2;498;241;498;498;468;30;0
11;8;7;3;534;286;531;534;499;33;2
11;8;7;4;4544;1266;4510;4332;4379;134;31
11;8;7;5;31025;9036;29752;28794;29578;1168;279
11;8;7;6;57850;19460;53918;53897;53403;3942;505
11;8;7;7;63869;23417;59286;59337;55897;7085;887
11;8;7;8;51996;20674;48653;48119;43435;7369;1192
11;8;7;9;57769;20844;54864;53593;44871;11614;1284
11;8;7;10;67476;22503;64052;62311;50375;15851;1250
11;8;7;11;53378;19421;49802;49506;43275;8983;1120
11;8;7;12;48837;18043;45663;45475;42170;5830;837
11;8;7;13;46332;17831;43366;43335;40140;5444;748
11;8;7;14;52832;19578;50209;49574;44251;7818;763
11;8;7;15;61089;21933;58242;57306;49128;11221;740
11;8;7;16;75748;24209;72649;71735;56630;18267;851
11;8;7;17;61536;22068;57748;57986;49862;10915;759
11;8;7;18;44658;17056;41875;41834;37476;6606;576
11;8;7;19;35273;13585;33272;33031;29920;4953;400
11;8;7;20;24952;9826;23493;23551;21026;3607;319
11;8;7;21;19900;7563;18999;19124;16292;3314;294
11;8;7;22;16803;5675;16258;16452;14459;2213;131
11;8;7;23;4866;1919;4684;4808;4292;548;26
11;9;1;0;916;387;907;916;857;57;2
11;9;1;1;862;393;853;862;817;45;0
11;9;1;2;493;266;490;493;464;29;0
11;9;1;3;399;229;393;399;374;20;5
11;9;1;4;2319;990;2310;2294;2175;109;35
11;9;1;5;14728;6118;14348;13909;13831;687;210
11;9;1;6;24343;10506;23243;22672;22304;1574;465
11;9;1;7;26770;11807;25584;24734;23592;2649;529
11;9;1;8;30622;13785;29422;28297;25338;4564;720
11;9;1;9;40702;16326;39580;37846;31501;8423;778
11;9;1;10;47428;17516;45813;44153;35760;11020;648
11;9;1;11;30290;13183;28801;28119;25010;4704;576
11;9;1;12;22226;10352;21303;20985;19505;2291;430
11;9;1;13;21055;9759;20287;19741;18567;2129;359
11;9;1;14;24668;11204;23973;23208;21153;3072;443
11;9;1;15;33813;14354;32815;31941;27719;5574;520
11;9;1;16;42408;17962;41224;40390;34391;7399;618
11;9;1;17;62731;22794;61143;59462;46445;15611;675
11;9;1;18;47262;18296;44997;44878;36751;9950;561
11;9;1;19;28949;11925;27519;27569;24203;4350;396
11;9;1;20;23298;9541;22376;22251;19123;3811;364
11;9;1;21;18399;7478;17788;17759;15124;3092;183
11;9;1;22;9536;3853;9239;9413;8151;1295;90
11;9;1;23;2482;1149;2415;2475;2225;246;11
11;10;2;0;779;361;771;779;739;37;3
11;10;2;1;450;208;447;450;429;21;0
11;10;2;2;162;66;159;162;152;8;2
11;10;2;3;230;93;230;230;224;5;1
11;10;2;4;9559;2238;9451;8974;9243;229;87
11;10;2;5;64458;17045;61471;59950;59796;4037;625
11;10;2;6;111872;30737;103674;105524;92331;18121;1420
11;10;2;7;97956;31915;89185;92482;79410;16937;1609
11;10;2;8;62146;25161;57007;58302;51288;9040;1818
11;10;2;9;52357;22331;48710;48683;42341;7980;2036
11;10;2;10;49871;20808;46540;46410;39341;8596;1934
11;10;2;11;60217;20652;56400;56180;43349;14771;2097
11;10;2;12;73194;21691;68147;68384;49971;21352;1871
11;10;2;13;64818;22336;59812;60572;49847;13360;1611
11;10;2;14;57070;21400;52807;53162;46393;9123;1554
11;10;2;15;58161;21561;53684;54710;47587;9097;1477
11;10;2;16;77371;25531;72261;73039;63071;12641;1659
11;10;2;17;106942;30771;100198;101899;85697;19710;1535
11;10;2;18;93908;27032;85618;89213;74592;18375;941
11;10;2;19;59115;16638;52893;56043;48462;10189;464
11;10;2;20;33923;9180;30572;31821;25834;7760;329
11;10;2;21;31373;7473;29286;29919;20935;10115;323
11;10;2;22;19965;4767;18589;19432;15303;4563;99
11;10;2;23;3104;1055;2916;3092;2740;353;11
11;11;3;0;639;274;635;639;611;28;0
11;11;3;1;316;128;315;316;303;12;1
11;11;3;2;152;62;150;152;146;5;1
11;11;3;3;175;57;175;175;169;5;1
11;11;3;4;8545;1892;8454;7920;8276;198;71
11;11;3;5;62792;15096;59763;58044;57951;4186;655
11;11;3;6;114396;29053;105723;106496;92146;20894;1356
11;11;3;7;101774;31101;92665;95522;80982;19031;1761
11;11;3;8;63464;24176;57436;59113;51759;9897;1808
11;11;3;9;49152;20044;45268;45738;39468;7845;1839
11;11;3;10;47379;18781;43911;43803;36893;8546;1940
11;11;3;11;60460;19182;56453;56033;42056;16339;2065
11;11;3;12;73635;20258;68324;68446;48086;23803;1746
11;11;3;13;64080;20943;58998;59619;48037;14344;1699
11;11;3;14;55477;20117;51317;51571;44969;9055;1453
11;11;3;15;56735;20384;52220;53102;46220;9058;1457
11;11;3;16;77984;25108;72764;73215;63017;13307;1660
11;11;3;17;106808;30197;99688;101237;85313;20037;1458
11;11;3;18;92929;26303;84708;87822;73633;18467;829
11;11;3;19;59836;16965;53662;56499;48757;10584;495
11;11;3;20;35041;9289;31447;33052;26481;8254;306
11;11;3;21;32609;8004;30374;31133;21933;10363;313
11;11;3;22;20665;5018;19246;20201;15755;4795;115
11;11;3;23;3238;1220;3055;3201;2864;353;21
11;12;4;0;869;390;864;869;836;33;0
11;12;4;1;402;188;397;402;389;13;0
11;12;4;2;187;78;183;187;178;8;1
11;12;4;3;198;92;198;198;192;2;4
11;12;4;4;8521;1890;8441;7873;8250;200;71
11;12;4;5;62727;15160;59677;57737;57998;4046;683
11;12;4;6;115258;29189;106346;107375;92652;21277;1329
11;12;4;7;100150;30260;90982;93842;79547;18865;1738
11;12;4;8;63034;23564;56965;58602;51144;10149;1741
11;12;4;9;48563;19434;44634;44896;38791;7907;1865
11;12;4;10;45893;17659;42323;42445;35410;8591;1892
11;12;4;11;59935;18995;55788;55491;41361;16642;1932
11;12;4;12;72838;19855;67599;67529;47252;23858;1728
11;12;4;13;62928;19891;57703;58197;46856;14581;1491
11;12;4;14;53878;19263;49631;49960;43686;8891;1301
11;12;4;15;55458;20008;51088;51746;45070;9064;1324
11;12;4;16;76363;24048;71285;71999;61481;13355;1527
11;12;4;17;108583;30910;101457;102735;86302;20762;1519
11;12;4;18;94830;26977;86137;89598;74770;19177;883
11;12;4;19;59492;17278;53135;56124;48694;10329;469
11;12;4;20;34683;9688;31342;32591;26426;7966;291
11;12;4;21;33432;8377;31178;31970;22406;10625;401
11;12;4;22;20457;5049;19022;19975;15598;4723;136
11;12;4;23;3394;1264;3186;3356;3023;355;16
11;13;5;0;965;417;952;963;915;49;1
11;13;5;1;470;225;462;470;450;19;1
11;13;5;2;257;114;255;257;240;14;3
11;13;5;3;252;128;250;252;240;10;2
11;13;5;4;9197;2247;9091;8566;8864;245;88
11;13;5;5;64603;16269;61608;59560;59705;4202;696
11;13;5;6;115851;29672;106990;107898;93633;20942;1276
11;13;5;7;98441;30071;89421;92361;78223;18684;1534
11;13;5;8;62876;23406;56868;58614;50890;10254;1732
11;13;5;9;48515;19338;44475;44767;38616;8184;1715
11;13;5;10;45389;17569;41888;41977;35289;8339;1761
11;13;5;11;58673;18416;54668;54167;40213;16493;1967
11;13;5;12;71551;19603;66510;66243;46417;23465;1669
11;13;5;13;63340;20087;58109;58971;47208;14611;1521
11;13;5;14;53534;19062;49281;49585;43186;8915;1433
11;13;5;15;55736;20152;51286;52243;45448;8979;1309
11;13;5;16;75806;24202;70728;71379;61137;13160;1509
11;13;5;17;107508;30646;100450;101685;85548;20509;1451
11;13;5;18;93887;26802;85523;88854;74041;18998;848
11;13;5;19;59905;17370;53765;56479;48834;10591;480
11;13;5;20;35299;9690;31835;33138;26864;8109;326
11;13;5;21;32377;8022;30038;30710;21925;10143;309
11;13;5;22;20875;5277;19496;20327;16008;4749;118
11;13;5;23;3827;1443;3609;3772;3386;426;15
11;14;6;0;963;442;950;963;926;32;5
11;14;6;1;649;311;638;649;620;29;0
11;14;6;2;368;194;367;368;344;21;3
11;14;6;3;269;128;268;269;259;10;0
11;14;6;4;8753;2023;8655;8114;8439;232;82
11;14;6;5;62220;15753;59253;57171;57607;3975;638
11;14;6;6;112135;29173;103416;104555;91138;19805;1192
11;14;6;7;97221;30099;88373;90953;77908;17858;1455
11;14;6;8;61103;22882;55465;56742;49605;9879;1619
11;14;6;9;48327;19058;44362;44686;38384;8353;1590
11;14;6;10;46739;17966;43128;43232;36176;8888;1675
11;14;6;11;60766;18479;56614;56239;43248;15911;1607
11;14;6;12;74872;20725;69613;69423;51602;21701;1569
11;14;6;13;65017;21282;59647;60318;49514;14167;1336
11;14;6;14;57479;20812;53078;53198;46679;9509;1291
11;14;6;15;59644;22017;55183;55687;48953;9437;1254
11;14;6;16;78948;26614;73730;74049;64549;12939;1460
11;14;6;17;96933;30147;90317;91553;76696;18949;1288
11;14;6;18;85224;27307;78254;80110;67938;16480;806
11;14;6;19;61623;19631;56126;57988;50543;10563;517
11;14;6;20;39958;12796;36366;37572;31744;7853;361
11;14;6;21;31191;9003;29041;29676;22463;8430;298
11;14;6;22;20923;6130;19736;20245;16614;4203;106
11;14;6;23;5134;1867;4863;5090;4329;776;29
11;15;7;0;1389;571;1371;1389;1240;143;6
11;15;7;1;1022;488;1014;1022;945;75;2
11;15;7;2;553;262;549;553;515;38;0
11;15;7;3;471;271;469;471;437;32;2
11;15;7;4;2815;1029;2798;2716;2685;109;21
11;15;7;5;20854;7468;20224;19480;19616;1004;234
11;15;7;6;38671;14970;36448;35837;35319;2874;478
11;15;7;7;43274;17108;40735;39836;37965;4676;633
11;15;7;8;39332;16519;37232;35986;33330;5135;867
11;15;7;9;36387;15373;34546;33262;30358;5149;880
11;15;7;10;34978;14572;33225;31963;28960;5090;928
11;15;7;11;33306;13195;31396;30586;27344;5131;831
11;15;7;12;34521;13647;32772;31890;28400;5535;586
11;15;7;13;36494;14464;34880;33964;30240;5698;556
11;15;7;14;37822;15288;36154;35168;31292;5933;597
11;15;7;15;37470;15484;35786;35058;31181;5705;584
11;15;7;16;40706;16123;38950;38013;33896;6128;682
11;15;7;17;43442;17399;41481;40599;36089;6664;689
11;15;7;18;40237;16315;38446;37394;33204;6442;591
11;15;7;19;34531;13404;32862;32297;28438;5697;396
11;15;7;20;23436;9277;22283;21999;19136;4041;259
11;15;7;21;19699;7403;18915;18903;15672;3787;240
11;15;7;22;17180;5898;16685;16882;14237;2815;128
11;15;7;23;5293;2236;5130;5244;4610;666;17
11;16;1;0;1098;414;1080;1098;973;121;4
11;16;1;1;817;338;804;817;766;49;2
11;16;1;2;492;254;489;492;467;23;2
11;16;1;3;427;218;423;427;395;29;3
11;16;1;4;2051;950;2043;1997;1921;99;31
11;16;1;5;13980;5672;13615;13202;12918;839;223
11;16;1;6;26213;10792;25080;24438;22874;2756;583
11;16;1;7;29381;13042;28169;27146;24821;3906;654
11;16;1;8;28841;14016;27663;26680;24432;3574;835
11;16;1;9;29155;14932;28264;26819;24704;3651;800
11;16;1;10;28618;14518;27677;26599;24223;3667;728
11;16;1;11;28204;13337;27197;26295;23277;4366;561
11;16;1;12;27485;12359;26526;25804;22335;4701;449
11;16;1;13;27300;12219;26358;25677;22503;4403;394
11;16;1;14;29055;13523;28244;27071;24078;4523;454
11;16;1;15;31667;15172;30790;29643;26479;4737;451
11;16;1;16;36983;17416;35909;34688;30821;5590;572
11;16;1;17;41347;19281;40109;38763;34550;6201;596
11;16;1;18;38034;17362;36718;35570;31614;5873;547
11;16;1;19;29794;12783;28656;27980;24781;4615;398
11;16;1;20;24936;10600;24042;23596;20318;4251;367
11;16;1;21;19808;8213;19166;19031;16102;3480;226
11;16;1;22;11773;5088;11439;11632;10040;1649;84
11;16;1;23;3439;1717;3358;3419;3054;366;19
11;17;2;0;896;380;890;896;845;50;1
11;17;2;1;553;261;551;553;518;32;3
11;17;2;2;245;101;242;245;228;16;1
11;17;2;3;331;172;331;331;319;10;2
11;17;2;4;8948;2289;8847;8364;8634;234;80
11;17;2;5;62369;17126;59608;57781;57672;4116;581
11;17;2;6;113155;31422;105106;105344;91785;20086;1284
11;17;2;7;99793;32546;91400;93420;79524;18676;1593
11;17;2;8;64173;26189;58626;59782;52572;9896;1705
11;17;2;9;52775;22563;49050;48990;42255;8753;1767
11;17;2;10;50208;20662;46802;46472;39058;9251;1899
11;17;2;11;61146;20939;57332;56723;42875;16323;1948
11;17;2;12;72805;21408;67809;67612;48611;22423;1771
11;17;2;13;63928;21926;59055;59525;48331;14093;1504
11;17;2;14;55492;20711;51256;51613;45101;8941;1450
11;17;2;15;56659;21300;52399;53183;46103;9214;1342
11;17;2;16;76172;25181;71234;71820;61126;13465;1581
11;17;2;17;108134;31648;101255;102237;85576;21026;1532
11;17;2;18;94130;27704;85823;89162;74502;18806;822
11;17;2;19;56421;16441;50635;53364;46171;9819;431
11;17;2;20;34085;9411;30738;31915;25564;8222;299
11;17;2;21;31612;7814;29527;30149;20653;10677;282
11;17;2;22;20127;4988;18800;19612;15275;4753;99
11;17;2;23;3150;1129;2952;3133;2717;415;18
11;18;3;0;795;315;785;795;738;53;4
11;18;3;1;334;152;333;334;314;16;4
11;18;3;2;125;49;121;125;120;2;3
11;18;3;3;190;89;189;190;186;3;1
11;18;3;4;8661;1857;8551;8006;8355;221;85
11;18;3;5;62993;15613;59962;58020;58083;4246;664
11;18;3;6;115540;30118;106837;107593;92813;21337;1390
11;18;3;7;99066;30976;90104;92779;78299;19129;1638
11;18;3;8;63433;24246;57561;59132;51311;10313;1809
11;18;3;9;50490;20429;46688;46885;39590;9043;1857
11;18;3;10;47618;18671;44063;44132;36163;9567;1888
11;18;3;11;59595;19248;55775;55196;40778;16829;1988
11;18;3;12;71587;20362;66482;66556;47091;22729;1767
11;18;3;13;62639;20721;57652;58137;46865;14175;1599
11;18;3;14;54064;19852;50014;50081;43704;9024;1336
11;18;3;15;55130;19967;50873;51806;44379;9402;1349
11;18;3;16;76071;24965;71203;71702;60644;13867;1560
11;18;3;17;109886;31731;102761;104251;87001;21328;1557
11;18;3;18;91829;26245;83615;86769;72543;18441;845
11;18;3;19;58049;16811;51839;54894;47328;10279;442
11;18;3;20;34380;9344;30982;32419;25509;8571;300
11;18;3;21;32501;8218;30342;31178;21523;10625;353
11;18;3;22;19318;4958;17979;18889;14774;4439;105
11;18;3;23;3220;1196;3027;3200;2853;358;9
11;19;4;0;809;329;802;809;778;31;0
11;19;4;1;401;176;396;401;384;15;2
11;19;4;2;218;97;215;218;207;9;2
11;19;4;3;236;95;236;236;228;6;2
11;19;4;4;8631;1928;8514;7980;8308;229;94
11;19;4;5;62801;15482;59762;57879;57945;4213;643
11;19;4;6;111474;28856;102873;103797;89898;20209;1367
11;19;4;7;96887;29914;88312;90702;76800;18589;1498
11;19;4;8;62387;23637;56324;58530;50400;10365;1622
11;19;4;9;49167;19521;45196;45554;38587;8799;1781
11;19;4;10;46338;17955;42830;42918;35011;9509;1818
11;19;4;11;58034;18594;53972;53925;39784;16284;1966
11;19;4;12;69927;19570;64779;65100;45671;22459;1797
11;19;4;13;61902;20308;56952;57738;45978;14306;1618
11;19;4;14;53795;19561;49582;49976;43036;9312;1447
11;19;4;15;54922;19848;50558;51494;43998;9576;1348
11;19;4;16;74550;24246;69626;70155;59397;13581;1572
11;19;4;17;106912;30535;99940;101545;84596;20788;1528
11;19;4;18;92930;27328;84699;87912;73242;18818;870
11;19;4;19;60286;18066;53870;57045;49308;10530;448
11;19;4;20;35794;10231;32389;33677;26945;8487;362
11;19;4;21;33091;9009;30957;31586;22218;10548;325
11;19;4;22;19855;5161;18608;19370;15183;4574;98
11;19;4;23;3470;1380;3290;3449;3038;417;15
11;20;5;0;895;417;888;895;861;34;0
11;20;5;1;417;201;413;417;400;16;1
11;20;5;2;233;134;232;233;221;11;1
11;20;5;3;246;123;245;246;236;10;0
11;20;5;4;8999;2113;8885;8303;8666;240;93
11;20;5;5;63836;16268;60804;58771;58909;4280;647
11;20;5;6;115343;30483;106353;107533;93419;20632;1292
11;20;5;7;97734;30432;88687;91659;77028;19091;1615
11;20;5;8;60825;22998;55017;56576;48962;10228;1635
11;20;5;9;48203;19290;44430;44606;37492;8980;1731
11;20;5;10;45738;17841;42278;42286;34447;9575;1716
11;20;5;11;57261;18328;53357;52854;39092;16253;1916
11;20;5;12;68895;19308;63788;63936;45130;22078;1687
11;20;5;13;59948;19654;55159;55632;44563;13940;1445
11;20;5;14;53022;19415;48969;48984;42638;9079;1305
11;20;5;15;55414;20320;51046;51898;44467;9578;1369
11;20;5;16;75298;24588;70167;71009;60115;13607;1576
11;20;5;17;106305;30950;99105;100666;84315;20527;1463
11;20;5;18;93418;27372;85019;88144;73967;18618;833
11;20;5;19;59363;17959;53149;56129;48538;10341;484
11;20;5;20;34943;10221;31650;32723;26373;8251;319
11;20;5;21;31578;8251;29463;30001;21117;10117;344
11;20;5;22;19554;5232;18331;19040;15034;4416;104
11;20;5;23;3680;1435;3463;3658;3234;430;16
11;21;6;0;919;440;911;917;878;41;0
11;21;6;1;707;377;702;707;681;25;1
11;21;6;2;359;191;356;359;343;13;3
11;21;6;3;293;130;291;293;276;15;2
11;21;6;4;8661;2012;8548;7966;8362;223;76
11;21;6;5;61728;15708;58752;57035;57131;3987;610
11;21;6;6;111821;30404;103321;103666;91057;19486;1278
11;21;6;7;98453;31206;89130;92231;78399;18590;1464
11;21;6;8;60567;23154;55047;56296;48582;10328;1657
11;21;6;9;48652;19635;44963;45073;38065;8908;1679
11;21;6;10;46877;17997;43289;43349;35258;9943;1676
11;21;6;11;55672;18328;51767;51655;38742;15194;1736
11;21;6;12;66141;19332;61529;61235;44381;20266;1494
11;21;6;13;58582;19917;53921;54433;44272;13064;1246
11;21;6;14;54086;20050;50130;50328;43413;9387;1286
11;21;6;15;58674;21834;54447;54875;47727;9713;1234
11;21;6;16;79696;26069;74608;74968;65313;13096;1287
11;21;6;17;98530;30399;91730;93037;77942;19263;1325
11;21;6;18;85167;27430;77840;80332;67727;16581;859
11;21;6;19;59042;19363;53385;55831;48710;9803;529
11;21;6;20;37398;11999;34209;35021;28918;8131;349
11;21;6;21;30012;9060;27941;28586;21341;8357;314
11;21;6;22;19345;5781;18188;18737;15506;3733;106
11;21;6;23;3976;1572;3752;3940;3436;508;32
