mes;dia;dsem;hora;ptot;pcd0;pnin;pbus;inte;meia;grat
1;1;4;0;825;372;823;825;700;103;22
1;1;4;1;1329;748;1322;1329;1146;160;23
1;1;4;2;1055;638;1054;1055;917;125;13
1;1;4;3;1180;727;1179;1180;1036;135;9
1;1;4;4;2464;1262;2460;2462;2174;249;41
1;1;4;5;12305;6029;12169;11982;10936;1146;223
1;1;4;6;21645;10693;21228;20520;18844;2359;442
1;1;4;7;22650;11656;22165;21193;19726;2358;566
1;1;4;8;20705;11464;20366;19168;17788;2159;758
1;1;4;9;21902;12369;21655;20253;18722;2339;841
1;1;4;10;24318;13702;24082;22651;20583;2857;878
1;1;4;11;23437;12865;23174;21694;19745;2922;770
1;1;4;12;20486;11060;20239;19185;17476;2460;550
1;1;4;13;20985;11333;20699;19724;17946;2553;486
1;1;4;14;22160;12133;21870;20849;18826;2782;552
1;1;4;15;24304;13267;24016;22521;20617;3039;648
1;1;4;16;27777;14763;27424;26064;23533;3409;835
1;1;4;17;30984;15775;30522;28800;26112;3932;940
1;1;4;18;29576;14534;29012;27280;24916;3923;737
1;1;4;19;23086;10755;22570;21569;19431;3188;467
1;1;4;20;15016;7285;14637;14346;12400;2251;365
1;1;4;21;10408;4891;10163;10109;8462;1724;222
1;1;4;22;5552;2511;5423;5519;4627;853;72
1;1;4;23;1712;864;1682;1699;1511;193;8
1;2;5;0;758;328;756;716;697;58;3
1;2;5;1;533;242;530;483;498;33;2
1;2;5;2;242;108;242;242;230;11;1
1;2;5;3;231;100;229;231;213;12;6
1;2;5;4;5862;1573;5818;5779;5549;174;139
1;2;5;5;41996;12966;40617;39084;38870;2130;996
1;2;5;6;80004;26306;75577;73454;69569;8652;1783
1;2;5;7;77977;28135;73033;71173;65252;10230;2495
1;2;5;8;51503;22117;48909;45961;41640;6315;3548
1;2;5;9;46451;20622;44650;41149;36368;6126;3957
1;2;5;10;44201;19656;42460;39270;34387;5864;3950
1;2;5;11;42671;17275;40828;37902;33077;6679;2915
1;2;5;12;48591;17428;46512;43669;37553;8639;2399
1;2;5;13;50149;18945;47793;45112;40265;7557;2327
1;2;5;14;50105;19511;47815;45164;40047;7463;2595
1;2;5;15;48700;19446;46404;43512;39291;7102;2307
1;2;5;16;59151;22364;56585;53400;48771;7913;2467
1;2;5;17;80854;27620;77048;74242;68241;10539;2074
1;2;5;18;72396;24573;68182;66238;60557;10391;1448
1;2;5;19;44268;14746;41430;40475;37183;6265;820
1;2;5;20;24145;8240;22665;21874;20027;3665;453
1;2;5;21;18492;6373;17696;16894;14718;3411;363
1;2;5;22;13623;4047;13082;12893;11615;1907;101
1;2;5;23;3218;1255;3102;3152;2870;334;14
1;3;6;0;1017;502;1010;954;947;63;7
1;3;6;1;758;366;753;719;704;52;2
1;3;6;2;332;154;328;332;309;22;1
1;3;6;3;348;123;346;348;329;16;3
1;3;6;4;6123;1602;6072;5997;5783;195;145
1;3;6;5;43168;12562;41640;39891;40067;2174;927
1;3;6;6;84132;26660;79299;76365;73377;8881;1874
1;3;6;7;83184;28735;77686;75113;69289;11114;2781
1;3;6;8;56280;22739;53343;49821;45291;7171;3818
1;3;6;9;50818;21618;48632;44259;39588;6963;4267
1;3;6;10;48296;20478;46148;42208;37525;6661;4110
1;3;6;11;48493;18989;46338;42535;37569;7590;3334
1;3;6;12;53705;18696;51309;47808;41297;9669;2739
1;3;6;13;54417;20375;51872;48375;43247;8538;2632
1;3;6;14;54602;21421;52010;48477;43503;8422;2677
1;3;6;15;53657;20932;51122;47381;43489;7739;2429
1;3;6;16;68186;24913;65136;61189;56938;8775;2473
1;3;6;17;82850;28522;78768;75041;69085;11458;2307
1;3;6;18;72544;25300;68149;65728;60528;10498;1518
1;3;6;19;47452;16185;44547;42587;40180;6503;769
1;3;6;20;26404;9218;24903;23528;21922;4023;459
1;3;6;21;20140;6820;19297;18262;16010;3762;368
1;3;6;22;14591;4428;14017;13802;12421;2042;128
1;3;6;23;3252;1142;3116;3177;2841;387;24
1;4;7;0;941;424;937;913;860;70;11
1;4;7;1;763;366;754;724;704;57;2
1;4;7;2;503;243;500;503;470;30;3
1;4;7;3;459;197;457;459;429;24;6
1;4;7;4;3631;1024;3609;3596;3411;132;88
1;4;7;5;25262;7532;24494;23120;23602;1093;567
1;4;7;6;53404;18224;50760;47606;47988;4200;1216
1;4;7;7;59342;22178;56136;52529;50994;6525;1823
1;4;7;8;41220;16935;39226;36148;34093;5043;2084
1;4;7;9;36756;15521;35326;31768;29503;4893;2360
1;4;7;10;36527;15033;35189;31912;29163;5083;2281
1;4;7;11;40620;15103;38922;35672;32832;5818;1970
1;4;7;12;47692;16736;45587;41920;39725;6491;1476
1;4;7;13;45260;17117;43212;40375;37507;6480;1273
1;4;7;14;45043;17468;43275;39848;37217;6485;1341
1;4;7;15;45566;17647;43890;40091;37674;6439;1453
1;4;7;16;48131;18496;46544;42194;39885;6720;1526
1;4;7;17;47055;18489;45360;41168;38927;6694;1434
1;4;7;18;42690;17062;41166;37558;34906;6555;1229
1;4;7;19;36908;13939;35664;32451;30459;5656;793
1;4;7;20;24605;9500;23652;21786;19998;4096;511
1;4;7;21;20308;7486;19707;18350;16065;3892;351
1;4;7;22;16866;5664;16453;15952;14002;2705;159
1;4;7;23;4939;1887;4781;4741;4198;704;37
1;5;1;0;1035;350;1021;959;899;135;1
1;5;1;1;828;400;824;776;757;66;5
1;5;1;2;614;284;612;614;554;57;3
1;5;1;3;447;206;445;447;404;39;4
1;5;1;4;1989;831;1976;1984;1836;98;55
1;5;1;5;11403;4375;11164;10855;10403;649;351
1;5;1;6;22708;9399;21975;20512;19981;1807;920
1;5;1;7;25163;11003;24366;22622;21550;2509;1104
1;5;1;8;25771;12690;25103;22817;21351;2883;1537
1;5;1;9;29226;14655;28662;25634;23866;3610;1750
1;5;1;10;28303;13855;27655;25028;23221;3590;1492
1;5;1;11;26323;12245;25720;23403;21555;3473;1295
1;5;1;12;24467;11057;23863;21877;20262;3286;919
1;5;1;13;23927;10454;23378;21589;19964;3201;762
1;5;1;14;25710;11822;25233;23036;21291;3631;788
1;5;1;15;28696;13443;28114;25953;23586;4274;836
1;5;1;16;34127;15702;33509;30708;27863;5135;1129
1;5;1;17;38724;17715;37901;34720;31675;5852;1197
1;5;1;18;38126;17208;37253;34228;31180;5784;1162
1;5;1;19;29007;12467;28255;26319;23951;4423;633
1;5;1;20;23883;10077;23280;21968;19203;4077;603
1;5;1;21;18810;7627;18393;17851;15091;3352;367
1;5;1;22;10667;4335;10424;10510;8827;1714;126
1;5;1;23;2911;1384;2853;2905;2536;351;24
1;6;2;0;918;398;914;850;814;98;6
1;6;2;1;633;315;629;598;601;32;0
1;6;2;2;224;107;223;224;206;17;1
1;6;2;3;250;123;250;250;236;10;4
1;6;2;4;7238;1951;7188;7125;6834;230;174
1;6;2;5;48795;14313;47225;45856;45091;2649;1055
1;6;2;6;97927;31272;92643;90923;83478;12375;2074
1;6;2;7;94456;32796;88535;87288;77252;14113;3091
1;6;2;8;63071;25839;59708;57139;50045;9020;4006
1;6;2;9;55473;24022;53195;49596;42600;8296;4577
1;6;2;10;54745;23719;52605;49087;41794;8298;4653
1;6;2;11;56463;22155;54117;50585;42419;10091;3953
1;6;2;12;63815;22605;61107;57817;47148;13417;3250
1;6;2;13;62551;23393;59662;56677;48226;11264;3061
1;6;2;14;59627;23323;57039;53887;46727;9839;3061
1;6;2;15;58545;22600;55710;52989;46321;9339;2885
1;6;2;16;69482;25468;66506;63453;56417;10219;2846
1;6;2;17;90513;29777;86516;83773;75332;12855;2326
1;6;2;18;79690;25823;74789;73954;65542;12699;1449
1;6;2;19;53741;16803;49891;49341;44913;7960;868
1;6;2;20;28311;8932;26392;25765;22923;4891;497
1;6;2;21;19857;6196;18948;18412;15360;4117;380
1;6;2;22;14066;3966;13467;13429;11868;2083;115
1;6;2;23;2693;986;2584;2571;2390;288;15
1;7;3;0;783;349;778;775;734;47;2
1;7;3;1;419;168;414;400;399;17;3
1;7;3;2;197;77;196;197;182;12;3
1;7;3;3;204;87;204;204;190;8;6
1;7;3;4;7293;1826;7252;7122;6889;258;146
1;7;3;5;51370;13737;49633;47670;47475;2815;1080
1;7;3;6;101059;30149;95404;91862;86661;12261;2137
1;7;3;7;93738;30844;87542;85265;76825;14175;2738
1;7;3;8;59470;23139;55846;52746;47546;8735;3189
1;7;3;9;51156;21521;48797;44774;39538;7762;3856
1;7;3;10;50663;21373;48450;44358;38650;7910;4103
1;7;3;11;54368;20625;51999;47836;40721;10060;3587
1;7;3;12;62724;21371;60048;55510;46096;13542;3086
1;7;3;13;62593;22861;59610;55632;48263;11230;3100
1;7;3;14;59823;23127;56994;53037;47011;9665;3147
1;7;3;15;58947;22432;55998;51931;46595;9399;2953
1;7;3;16;73459;26019;70024;65458;59605;10864;2990
1;7;3;17;98389;31550;93918;89352;82077;13895;2417
1;7;3;18;84095;27266;78959;75900;69661;12920;1514
1;7;3;19;56262;17495;52309;50642;47007;8380;875
1;7;3;20;29930;9386;27930;26651;24238;5173;519
1;7;3;21;22641;7103;21614;20150;17489;4752;400
1;7;3;22;14878;4318;14259;14059;12471;2275;132
1;7;3;23;3019;1094;2902;2886;2686;309;24
1;8;4;0;924;409;918;896;855;66;3
1;8;4;1;632;294;623;596;584;43;5
1;8;4;2;266;120;264;266;254;11;1
1;8;4;3;240;123;240;240;227;10;3
1;8;4;4;7499;1896;7450;7321;7052;271;176
1;8;4;5;55448;14877;53572;50966;50991;3286;1171
1;8;4;6;105248;31251;99207;95292;89990;12955;2303
1;8;4;7;96209;31400;89595;86821;78149;14798;3262
1;8;4;8;63599;25004;59736;55999;50242;9058;4299
1;8;4;9;54781;22808;52244;47531;42051;8113;4617
1;8;4;10;53030;21663;50634;46053;40214;8222;4594
1;8;4;11;56121;20882;53513;49125;41821;10493;3807
1;8;4;12;63074;21170;60185;55494;46420;13500;3154
1;8;4;13;61178;21858;58240;53723;47051;11191;2936
1;8;4;14;57574;21712;54831;50631;45062;9605;2907
1;8;4;15;57765;21778;54801;50564;45710;9016;3039
1;8;4;16;73914;26728;70644;65820;60100;10801;3013
1;8;4;17;99920;31509;95344;90298;83156;14238;2526
1;8;4;18;85944;27703;80622;77509;70766;13507;1671
1;8;4;19;59288;18476;54916;53301;49512;8751;1025
1;8;4;20;31068;9858;28979;27365;25036;5380;652
1;8;4;21;24807;7802;23629;21908;18975;5341;491
1;8;4;22;15760;4375;15118;14777;13081;2535;144
1;8;4;23;3435;1324;3303;3328;3014;393;28
1;9;5;0;1007;442;995;992;932;67;8
1;9;5;1;638;298;630;610;603;31;4
1;9;5;2;253;120;252;253;232;21;0
1;9;5;3;281;125;280;281;267;11;3
1;9;5;4;7492;1900;7430;7327;7095;236;161
1;9;5;5;53216;13966;51330;49077;49348;2811;1057
1;9;5;6;102279;30151;96387;92616;88107;12123;2049
1;9;5;7;97895;32153;91277;88224;79797;15053;3045
1;9;5;8;62927;24492;59176;55641;49586;9384;3957
1;9;5;9;53844;22122;51211;46733;41217;8556;4071
1;9;5;10;51096;21071;48763;44589;38729;8310;4057
1;9;5;11;53399;19747;50900;46952;39882;10266;3251
1;9;5;12;60435;19983;57576;53684;44491;13169;2775
1;9;5;13;60104;21385;57080;53305;46350;11093;2661
1;9;5;14;57422;21679;54609;50511;45058;9528;2836
1;9;5;15;58658;22108;55658;51066;46345;9455;2858
1;9;5;16;71141;24990;67762;63083;58019;10484;2638
1;9;5;17;98191;30392;93488;88787;81848;13886;2457
1;9;5;18;85191;26496;79692;76996;69999;13580;1612
1;9;5;19;56902;17895;52962;50864;47329;8654;919
1;9;5;20;30538;9616;28520;26864;24765;5266;507
1;9;5;21;24051;7480;22916;21196;18550;5082;419
1;9;5;22;15708;4416;15067;14638;13095;2476;137
1;9;5;23;3303;1291;3176;3181;2924;353;26
1;10;6;0;1045;502;1037;988;963;77;5
1;10;6;1;722;350;718;687;668;50;4
1;10;6;2;355;177;351;355;331;24;0
1;10;6;3;329;150;329;329;310;17;2
1;10;6;4;7543;1854;7470;7369;7131;241;171
1;10;6;5;52469;13656;50682;48287;48578;2767;1124
1;10;6;6;102731;30604;96697;92734;89019;11605;2107
1;10;6;7;95567;31445;88832;86207;78165;14576;2826
1;10;6;8;62131;24097;58435;54686;49158;9295;3678
1;10;6;9;53288;22021;50890;46162;41075;8084;4129
1;10;6;10;50355;20828;47995;43648;38319;8112;3924
1;10;6;11;52484;19168;50042;46132;39291;9925;3268
1;10;6;12;61660;20196;58862;54322;45668;13185;2807
1;10;6;13;60721;21285;57577;53512;46676;11362;2683
1;10;6;14;58449;21946;55560;51284;45963;9763;2723
1;10;6;15;59863;22569;56956;52203;47887;9242;2734
1;10;6;16;77542;26934;74154;68666;64126;10584;2832
1;10;6;17;92856;30527;88493;83342;76710;13746;2400
1;10;6;18;85052;28759;79944;76281;69891;13449;1712
1;10;6;19;60584;20234;56624;54007;50342;9183;1059
1;10;6;20;34854;11766;32693;30642;28556;5635;663
1;10;6;21;25006;8394;23860;21901;19644;4901;461
1;10;6;22;17442;5196;16767;16308;14479;2792;171
1;10;6;23;4059;1552;3905;3920;3482;545;32
1;11;7;0;1196;539;1188;1127;1094;94;8
1;11;7;1;866;436;859;818;800;61;5
1;11;7;2;570;261;570;570;525;42;3
1;11;7;3;543;241;538;543;496;43;4
1;11;7;4;3979;1148;3962;3924;3716;153;110
1;11;7;5;27637;8283;26822;25322;25610;1423;604
1;11;7;6;58247;20229;55416;52125;51965;4978;1304
1;11;7;7;67411;24928;63956;59290;57135;8340;1936
1;11;7;8;52639;21565;50229;46070;42888;7205;2546
1;11;7;9;46519;19321;44852;39875;36789;6952;2778
1;11;7;10;45271;18170;43521;39119;35596;6977;2698
1;11;7;11;46869;17536;44908;40798;37438;7315;2116
1;11;7;12;54063;19392;51810;47630;44314;8135;1614
1;11;7;13;51528;19286;49362;45594;42062;8124;1342
1;11;7;14;50206;19152;48325;43963;41067;7853;1286
1;11;7;15;50128;19764;48370;43535;41061;7563;1504
1;11;7;16;53080;20737;51375;46114;43432;8111;1537
1;11;7;17;51331;20153;49520;44513;42035;7760;1536
1;11;7;18;46198;18754;44492;40229;37600;7369;1229
1;11;7;19;40171;15558;38833;34693;32831;6434;906
1;11;7;20;28084;11050;26973;24581;22775;4745;564
1;11;7;21;23421;9280;22716;20986;18772;4263;386
1;11;7;22;19483;7188;19005;18204;16170;3115;198
1;11;7;23;5989;2516;5824;5715;5127;813;49
1;12;1;0;1079;338;1074;1002;942;129;8
1;12;1;1;821;300;815;773;712;100;9
1;12;1;2;699;293;695;699;628;66;5
1;12;1;3;842;419;840;842;771;68;3
1;12;1;4;3148;1430;3137;3140;2924;184;40
1;12;1;5;11642;4550;11447;10847;10541;745;356
1;12;1;6;24630;10337;23901;21891;21553;2154;923
1;12;1;7;28032;12631;27159;24995;23755;3135;1142
1;12;1;8;28101;14095;27351;24509;23114;3443;1544
1;12;1;9;27491;13811;26902;23845;22586;3364;1541
1;12;1;10;28529;14420;27949;24737;23510;3642;1377
1;12;1;11;27719;13238;27028;24427;22600;3991;1128
1;12;1;12;26904;12249;26265;24004;21749;4259;896
1;12;1;13;25829;11676;25176;23056;21346;3800;683
1;12;1;14;27105;12516;26539;24017;22255;3995;855
1;12;1;15;30932;14612;30277;27448;25093;4930;909
1;12;1;16;36065;17029;35381;31609;29240;5713;1112
1;12;1;17;40530;18866;39667;35512;33121;6149;1260
1;12;1;18;37512;17103;36657;33058;30685;5828;999
1;12;1;19;28346;12454;27640;25003;23296;4455;595
1;12;1;20;24351;10384;23706;21608;19502;4278;571
1;12;1;21;18547;7707;18152;17459;14659;3547;341
1;12;1;22;9865;4073;9639;9577;8209;1531;125
1;12;1;23;2932;1357;2873;2909;2498;410;24
1;13;2;0;947;437;943;859;872;69;6
1;13;2;1;625;329;624;573;576;47;2
1;13;2;2;304;155;303;304;282;21;1
1;13;2;3;247;101;247;247;229;14;4
1;13;2;4;7600;1977;7551;7422;7173;256;171
1;13;2;5;52903;15247;51128;49352;49059;2762;1082
1;13;2;6;103686;32542;97834;94604;89359;12127;2200
1;13;2;7;96395;33406;89872;87607;78798;14597;3000
1;13;2;8;65057;26942;61187;57946;51717;9559;3781
1;13;2;9;56052;23922;53581;49474;42748;9149;4155
1;13;2;10;53705;23080;51272;47520;40799;8689;4217
1;13;2;11;55938;21977;53465;49334;42083;10215;3640
1;13;2;12;62190;22065;59301;55509;46203;13161;2826
1;13;2;13;63426;23944;60340;56161;48831;11640;2955
1;13;2;14;60193;23878;57354;53364;46870;10419;2904
1;13;2;15;59112;23153;56114;51901;46330;9961;2821
1;13;2;16;73329;27001;69935;65564;59580;10850;2899
1;13;2;17;97218;31099;92636;88682;80758;13997;2463
1;13;2;18;85046;27678;79658;77020;69712;13769;1565
1;13;2;19;57287;17950;52923;51923;47436;8890;961
1;13;2;20;30722;9815;28581;27545;24688;5467;567
1;13;2;21;23079;7121;21915;20560;17324;5371;384
1;13;2;22;14931;4301;14311;14010;12303;2513;115
1;13;2;23;2979;1126;2862;2833;2615;343;21
1;14;3;0;778;357;775;746;714;60;4
1;14;3;1;437;191;431;420;409;21;7
1;14;3;2;209;95;209;209;193;14;2
1;14;3;3;172;78;172;172;158;12;2
1;14;3;4;7560;1897;7512;7378;7172;244;144
1;14;3;5;52692;13849;50855;48328;48920;2726;1046
1;14;3;6;102376;30758;96393;92675;88294;12046;2036
1;14;3;7;96909;32252;90088;87104;78909;15129;2871
1;14;3;8;62346;24480;58413;54906;49305;9476;3565
1;14;3;9;52880;22012;50367;45569;40440;8615;3825
1;14;3;10;50198;20723;47758;43388;37999;8349;3850
1;14;3;11;52662;19930;49986;45918;39782;9780;3100
1;14;3;12;59077;20048;56096;51900;43512;13018;2547
1;14;3;13;59228;21201;55978;52002;45454;11271;2503
1;14;3;14;56204;21138;53347;49141;43649;9898;2657
1;14;3;15;55647;20955;52572;48402;43675;9374;2598
1;14;3;16;71135;25640;67755;62931;57876;10419;2840
1;14;3;17;99940;31844;95024;89974;83297;14123;2520
1;14;3;18;86905;28144;81162;77878;71126;14188;1591
1;14;3;19;56916;18223;52744;51055;47468;8494;954
1;14;3;20;30820;9937;28537;27020;24753;5476;591
1;14;3;21;24499;7468;23270;21536;18280;5813;406
1;14;3;22;15542;4628;14904;14387;12859;2541;142
1;14;3;23;3185;1308;3050;3031;2791;369;25
1;15;4;0;887;430;880;870;827;58;2
1;15;4;1;466;217;464;436;430;34;2
1;15;4;2;266;137;265;265;248;16;2
1;15;4;3;222;94;222;222;212;8;2
1;15;4;4;7817;1922;7762;7620;7388;282;147
1;15;4;5;53087;14027;51208;48831;49237;2815;1035
1;15;4;6;103095;30678;96851;93085;89067;11983;2045
1;15;4;7;97624;32080;90476;87559;79438;15361;2825
1;15;4;8;62886;24568;58911;55194;49622;9602;3662
1;15;4;9;53058;21674;50295;45491;40524;8602;3932
1;15;4;10;50532;20613;47942;43616;38440;8238;3854
1;15;4;11;52607;19357;49925;45941;39584;9794;3229
1;15;4;12;60297;20103;57209;52895;44929;12893;2475
1;15;4;13;60025;21082;56692;52449;45966;11681;2378
1;15;4;14;56619;21163;53661;49522;44220;9779;2620
1;15;4;15;57208;21362;54010;49806;45297;9176;2735
1;15;4;16;73617;26753;69990;64951;60300;10506;2811
1;15;4;17;99994;31639;94936;89872;83430;14134;2430
1;15;4;18;88335;28249;82351;79029;72456;14283;1596
1;15;4;19;59345;18779;54766;52484;49348;9110;887
1;15;4;20;32652;10574;30278;28428;26406;5680;566
1;15;4;21;25441;8036;24139;22219;19099;5872;470
1;15;4;22;15831;4707;15120;14659;13021;2648;162
1;15;4;23;3419;1360;3266;3287;3015;375;29
1;16;5;0;1009;462;992;990;940;65;4
1;16;5;1;570;268;560;539;530;37;3
1;16;5;2;301;148;300;301;287;12;2
1;16;5;3;268;120;266;268;244;21;3
1;16;5;4;8153;2085;8097;7932;7680;312;161
1;16;5;5;53764;14383;51836;49365;49767;2942;1055
1;16;5;6;102391;30410;96064;92227;88920;11494;1977
1;16;5;7;97530;31964;90433;87220;79721;15056;2753
1;16;5;8;61208;23692;57208;53422;48436;9416;3356
1;16;5;9;52713;21703;49865;45213;40652;8331;3730
1;16;5;10;49549;20450;47003;42716;38074;7842;3633
1;16;5;11;52432;19630;49657;45196;39761;9622;3049
1;16;5;12;59986;20150;56820;52533;44789;12634;2563
1;16;5;13;59113;20779;55642;51502;45726;10994;2393
1;16;5;14;56590;20937;53517;49350;44413;9692;2485
1;16;5;15;56051;20955;52814;48420;44186;9317;2548
1;16;5;16;71036;25211;67430;62261;57951;10369;2716
1;16;5;17;98239;30601;93072;88065;81976;13816;2447
1;16;5;18;87348;27620;81264;77650;71672;14012;1664
1;16;5;19;58901;18794;54351;52321;48919;8995;987
1;16;5;20;32727;10554;30284;28579;26432;5747;548
1;16;5;21;24534;7647;23262;21514;18521;5540;473
1;16;5;22;16320;4733;15570;14939;13382;2762;176
1;16;5;23;3281;1255;3141;3155;2898;359;24
1;17;6;0;1101;495;1092;1038;1019;77;5
1;17;6;1;753;366;747;723;701;49;3
1;17;6;2;335;161;333;335;312;21;2
1;17;6;3;369;172;368;369;353;13;3
1;17;6;4;7467;1822;7409;7285;7074;233;160
1;17;6;5;51407;13325;49481;46981;47753;2664;990
1;17;6;6;99526;29462;93297;89294;86689;10888;1949
1;17;6;7;94189;30928;87341;84198;77385;14234;2570
1;17;6;8;60413;23026;56256;52744;48101;9153;3159
1;17;6;9;52243;21234;49372;44623;40355;8214;3674
1;17;6;10;49375;20013;46716;42635;37653;8079;3643
1;17;6;11;51361;19232;48548;44393;38833;9451;3077
1;17;6;12;58724;19419;55814;51373;44038;12259;2427
1;17;6;13;59322;20952;55882;51770;45715;11306;2301
1;17;6;14;56344;21301;53257;49117;44307;9601;2436
1;17;6;15;58409;21455;55182;50642;46589;9290;2530
1;17;6;16;77986;27149;74198;68734;64850;10502;2634
1;17;6;17;93135;30670;88010;83417;77062;13777;2296
1;17;6;18;82968;27741;77343;73690;68051;13273;1644
1;17;6;19;58275;19874;54250;51374;48373;8930;972
1;17;6;20;34053;11585;31737;29676;27720;5734;599
1;17;6;21;24911;8181;23636;21680;19149;5305;457
1;17;6;22;16770;5081;16059;15424;13812;2778;180
1;17;6;23;4050;1741;3899;3875;3535;487;28
1;18;7;0;1173;577;1163;1114;1080;86;7
1;18;7;1;905;443;898;855;821;81;3
1;18;7;2;593;293;593;593;541;48;4
1;18;7;3;607;274;602;607;562;41;4
1;18;7;4;3754;1081;3726;3712;3494;177;83
1;18;7;5;26533;8038;25627;24170;24580;1381;572
1;18;7;6;57536;20152;54436;51113;51423;4935;1178
1;18;7;7;67497;25167;63721;59504;57423;8359;1715
1;18;7;8;52563;21776;49925;45724;43052;7150;2361
1;18;7;9;47075;19576;45024;40329;37444;7056;2575
1;18;7;10;45964;19032;43953;39851;36452;7119;2393
1;18;7;11;47566;17928;45402;41426;38130;7527;1909
1;18;7;12;55834;20574;53313;48851;45815;8542;1477
1;18;7;13;51714;19816;49278;45385;42467;7965;1282
1;18;7;14;50054;19531;48040;43647;40952;7752;1350
1;18;7;15;49031;19460;47074;42344;39904;7734;1393
1;18;7;16;52352;20977;50410;44990;42690;8080;1582
1;18;7;17;51342;20623;49416;44270;41909;8021;1412
1;18;7;18;46442;18718;44501;40039;37560;7593;1289
1;18;7;19;39705;15436;38149;34109;32382;6528;795
1;18;7;20;27683;11168;26456;23854;22382;4767;534
1;18;7;21;22598;8902;21802;20007;17786;4421;391
1;18;7;22;18493;6758;17970;17150;15275;3032;186
1;18;7;23;5636;2432;5480;5398;4807;785;44
1;19;1;0;1142;373;1135;1081;980;153;9
1;19;1;1;1154;500;1149;1093;1016;131;7
1;19;1;2;693;337;690;693;609;80;4
1;19;1;3;705;363;702;705;628;71;6
1;19;1;4;2699;1184;2686;2696;2470;192;37
1;19;1;5;13190;5408;12902;12322;11924;890;376
1;19;1;6;30219;12917;29262;26723;25861;3305;1053
1;19;1;7;35165;15536;33844;30998;29457;4515;1193
1;19;1;8;30748;15142;29723;26737;25212;3970;1566
1;19;1;9;29883;15171;29174;25827;24401;3831;1651
1;19;1;10;32256;16024;31429;28250;26374;4493;1389
1;19;1;11;37204;17284;36137;32861;29936;6104;1164
1;19;1;12;32403;15042;31421;28619;26374;5129;900
1;19;1;13;28884;12861;28010;25466;23623;4463;798
1;19;1;14;28158;12922;27424;24932;23076;4241;841
1;19;1;15;30457;14615;29727;26720;24970;4570;917
1;19;1;16;35385;16824;34578;30838;28779;5552;1054
1;19;1;17;40119;18685;39204;35102;32588;6354;1177
1;19;1;18;39654;18087;38619;34667;32107;6481;1066
1;19;1;19;29996;13100;29106;26280;24710;4691;595
1;19;1;20;24712;10818;23983;21985;19551;4552;609
1;19;1;21;18968;8028;18537;17685;14925;3700;343
1;19;1;22;9820;4152;9580;9466;8098;1586;136
1;19;1;23;2663;1303;2618;2562;2248;395;20
1;20;2;0;982;449;974;904;905;75;2
1;20;2;1;579;288;575;540;524;49;6
1;20;2;2;255;118;255;255;234;19;2
1;20;2;3;272;111;272;272;262;9;1
1;20;2;4;8119;2182;8049;7932;7678;270;171
1;20;2;5;53601;15299;51725;49357;49407;3167;1027
1;20;2;6;104495;32983;98437;94299;89846;12609;2040
1;20;2;7;98315;34110;91598;88073;80156;15396;2763
1;20;2;8;64912;26856;60887;56831;51612;9592;3708
1;20;2;9;55487;24297;52769;47839;42942;8502;4043
1;20;2;10;53330;23153;50793;46243;40903;8671;3756
1;20;2;11;56419;21929;53662;49051;42198;10827;3394
1;20;2;12;65238;22647;62104;57019;47644;14792;2802
1;20;2;13;63961;23591;60492;56055;48795;12561;2605
1;20;2;14;60827;24118;57693;53002;47565;10461;2801
1;20;2;15;60767;24091;57479;52445;47978;9890;2899
1;20;2;16;73027;26753;69448;63888;59271;11006;2750
1;20;2;17;101293;32476;96376;90856;83320;15435;2538
1;20;2;18;88423;28677;82428;78870;72067;14816;1540
1;20;2;19;57593;18343;52863;50924;47495;9256;842
1;20;2;20;30530;9771;28343;26665;24118;5867;545
1;20;2;21;24441;7631;23156;21037;17936;6127;378
1;20;2;22;15117;4323;14395;13821;12280;2712;125
1;20;2;23;2793;1007;2673;2648;2445;327;21
1;21;3;0;840;355;833;822;789;44;7
1;21;3;1;415;186;407;390;396;17;2
1;21;3;2;135;47;133;135;123;10;2
1;21;3;3;153;60;153;153;144;5;4
1;21;3;4;7877;1889;7814;7656;7472;242;163
1;21;3;5;54626;14449;52539;49911;50245;3250;1131
1;21;3;6;107068;32250;100623;96035;90924;13956;2188
1;21;3;7;98181;33175;91069;87988;79471;15849;2861
1;21;3;8;63473;25024;59324;55488;50284;9507;3682
1;21;3;9;53386;22542;50605;45898;41116;8400;3870
1;21;3;10;49498;20455;46873;42770;37557;8213;3728
1;21;3;11;55068;20509;52343;47943;40358;11300;3410
1;21;3;12;63337;21104;60102;55502;45491;15367;2479
1;21;3;13;60198;21401;56785;52285;45362;12314;2522
1;21;3;14;56409;21409;53307;48888;44072;9713;2624
1;21;3;15;56212;21792;53084;48641;44357;9166;2689
1;21;3;16;72452;26385;68799;63541;58683;10935;2834
1;21;3;17;99676;31508;94482;89119;82099;15071;2506
1;21;3;18;90708;28931;84418;80686;73462;15504;1742
1;21;3;19;58942;18997;54081;52234;48811;9182;949
1;21;3;20;30522;9777;28213;26639;24107;5838;577
1;21;3;21;26646;8582;25288;23140;19388;6772;486
1;21;3;22;15863;4797;15084;14535;12882;2866;115
1;21;3;23;3226;1528;3087;3131;2887;316;23
1;22;4;0;1236;730;1224;1172;1167;67;2
1;22;4;1;478;230;470;451;447;29;2
1;22;4;2;240;123;238;240;224;14;2
1;22;4;3;268;120;268;268;256;8;4
